job,marital,education,default,housing,loan,contact,month,poutcome,deposit
self-employed,married,unknown,no,yes,no,cellular,aug,success,no
entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,no
technician,single,tertiary,no,no,no,unknown,may,unknown,no
student,single,unknown,no,no,no,telephone,jun,unknown,no
retired,married,primary,no,no,no,cellular,oct,failure,no
management,married,unknown,no,no,no,cellular,nov,unknown,no
management,single,unknown,no,yes,no,cellular,apr,failure,no
technician,single,tertiary,no,yes,no,cellular,may,unknown,no
technician,married,tertiary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
student,single,unknown,no,no,no,cellular,feb,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
services,single,secondary,no,yes,no,telephone,may,failure,no
technician,married,secondary,no,yes,no,cellular,nov,unknown,no
management,married,secondary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,yes,yes,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,tertiary,no,yes,yes,cellular,may,unknown,no
entrepreneur,single,tertiary,no,no,no,cellular,jan,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,feb,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,yes,yes,unknown,may,unknown,no
student,married,secondary,no,yes,no,telephone,nov,other,no
retired,married,primary,yes,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,cellular,apr,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
services,single,secondary,no,no,no,telephone,jan,unknown,no
technician,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,yes,cellular,nov,unknown,no
technician,divorced,secondary,no,no,no,cellular,nov,failure,no
blue-collar,married,primary,no,no,yes,unknown,jun,unknown,no
blue-collar,married,primary,no,no,yes,cellular,may,unknown,no
services,married,primary,no,yes,yes,cellular,apr,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
services,single,secondary,no,no,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
self-employed,single,secondary,no,no,no,telephone,may,unknown,no
admin.,divorced,unknown,no,no,no,cellular,aug,unknown,no
self-employed,married,primary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,cellular,feb,success,no
admin.,married,secondary,no,no,no,cellular,aug,unknown,no
services,single,secondary,no,yes,no,cellular,apr,failure,no
blue-collar,married,secondary,yes,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,yes,no,unknown,may,unknown,no
services,divorced,secondary,no,yes,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,no,telephone,apr,unknown,no
technician,single,secondary,no,no,yes,unknown,jun,unknown,no
technician,married,tertiary,no,yes,no,telephone,apr,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,failure,no
entrepreneur,divorced,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,no,no,unknown,may,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
admin.,single,unknown,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,no,no,cellular,jul,unknown,no
services,divorced,secondary,no,no,yes,unknown,may,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
admin.,married,primary,no,no,no,telephone,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,success,no
blue-collar,married,secondary,no,yes,no,cellular,may,success,no
management,divorced,tertiary,no,no,no,cellular,feb,failure,no
housemaid,married,primary,yes,yes,yes,unknown,may,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
management,married,unknown,no,yes,no,unknown,may,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,telephone,nov,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,telephone,nov,unknown,no
management,divorced,tertiary,no,no,no,cellular,jan,unknown,no
blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
self-employed,married,tertiary,no,no,no,cellular,feb,unknown,no
management,single,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
retired,married,secondary,no,no,no,cellular,feb,failure,no
technician,divorced,secondary,no,yes,no,cellular,jan,failure,no
blue-collar,married,secondary,no,no,no,cellular,may,unknown,no
services,married,primary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,yes,no,cellular,jun,success,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,unknown,no,no,no,cellular,aug,unknown,no
management,married,unknown,no,yes,no,unknown,may,unknown,no
services,married,primary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,yes,cellular,feb,unknown,no
admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,primary,no,no,no,unknown,jun,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,secondary,no,no,yes,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,may,unknown,no
admin.,married,tertiary,no,yes,no,cellular,oct,failure,no
admin.,married,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,other,no
management,married,unknown,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
technician,divorced,secondary,no,no,yes,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,may,failure,no
management,married,primary,no,no,yes,telephone,jul,unknown,no
services,married,unknown,no,yes,no,unknown,may,unknown,no
retired,married,unknown,no,no,yes,unknown,jul,unknown,no
technician,single,tertiary,no,no,no,cellular,jan,unknown,no
student,single,secondary,no,no,no,telephone,dec,other,no
blue-collar,single,primary,no,no,no,unknown,jun,unknown,no
management,single,unknown,no,no,no,cellular,feb,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
student,single,tertiary,no,no,no,cellular,nov,other,no
services,married,secondary,no,no,no,cellular,feb,unknown,no
services,single,unknown,no,no,no,cellular,nov,unknown,no
admin.,married,secondary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,other,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
housemaid,single,primary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,unknown,jun,unknown,no
technician,single,tertiary,no,no,yes,telephone,jan,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
technician,divorced,secondary,no,yes,no,cellular,oct,unknown,no
admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,no,no,unknown,may,unknown,no
admin.,single,secondary,no,no,no,cellular,oct,success,no
admin.,married,primary,no,yes,no,cellular,feb,other,no
admin.,married,tertiary,no,no,yes,cellular,may,unknown,no
entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,oct,success,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
student,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,unknown,no
technician,married,tertiary,no,yes,no,unknown,may,unknown,no
self-employed,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,feb,failure,no
blue-collar,married,unknown,no,yes,no,cellular,nov,unknown,no
entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,other,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,sep,failure,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,no,no,unknown,may,unknown,no
unemployed,divorced,secondary,no,no,no,cellular,jan,failure,no
management,married,tertiary,no,yes,yes,cellular,feb,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
housemaid,single,secondary,no,no,no,telephone,jan,unknown,no
housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,other,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,telephone,apr,failure,no
entrepreneur,married,primary,no,yes,no,telephone,jul,unknown,no
management,single,tertiary,no,no,no,cellular,aug,failure,no
technician,married,secondary,no,yes,no,cellular,apr,failure,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,single,unknown,no,yes,no,cellular,may,other,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,failure,no
services,married,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
retired,divorced,secondary,no,no,no,cellular,jul,unknown,no
services,divorced,primary,no,yes,yes,unknown,may,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,apr,failure,no
management,married,tertiary,no,no,no,telephone,may,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,tertiary,no,yes,no,cellular,may,other,no
services,married,secondary,no,no,no,unknown,jun,unknown,no
technician,single,secondary,no,no,no,cellular,feb,unknown,no
admin.,single,unknown,no,yes,no,cellular,may,unknown,no
entrepreneur,married,primary,no,yes,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
unemployed,married,secondary,no,no,no,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
services,single,secondary,no,no,no,unknown,jul,unknown,no
technician,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,yes,cellular,may,failure,no
services,divorced,secondary,no,yes,no,cellular,apr,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
management,divorced,tertiary,no,yes,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
self-employed,married,secondary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,feb,unknown,no
self-employed,single,secondary,no,yes,no,cellular,nov,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
student,single,tertiary,no,yes,no,cellular,may,failure,no
technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,secondary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,no,yes,cellular,jul,unknown,no
technician,married,secondary,no,no,no,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
entrepreneur,single,secondary,no,yes,no,cellular,nov,unknown,no
unemployed,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,secondary,no,no,no,telephone,feb,success,no
blue-collar,married,primary,no,yes,yes,cellular,nov,failure,no
technician,single,tertiary,no,no,no,unknown,may,unknown,no
management,divorced,tertiary,no,no,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,single,primary,no,yes,no,cellular,may,other,no
admin.,divorced,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
services,divorced,unknown,no,yes,no,cellular,nov,unknown,no
services,single,secondary,no,yes,yes,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
unemployed,single,secondary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,yes,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
self-employed,divorced,tertiary,no,no,yes,cellular,nov,unknown,no
management,married,secondary,no,yes,no,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,nov,failure,no
entrepreneur,married,secondary,no,no,no,cellular,apr,unknown,no
unemployed,married,secondary,no,no,no,cellular,nov,unknown,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,divorced,secondary,no,yes,yes,cellular,feb,success,no
services,married,secondary,no,no,yes,cellular,nov,failure,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,failure,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jan,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
technician,single,secondary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,no,no,telephone,jul,unknown,no
blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown,no
retired,single,primary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,jan,other,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,unknown,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,no,no,telephone,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,nov,failure,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
services,single,secondary,no,no,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,primary,no,yes,no,cellular,feb,failure,no
self-employed,married,secondary,no,yes,no,cellular,nov,failure,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
technician,single,tertiary,no,no,no,cellular,jun,unknown,no
technician,single,secondary,no,no,no,unknown,aug,unknown,no
blue-collar,single,primary,no,no,no,cellular,nov,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,telephone,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
services,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
housemaid,married,tertiary,no,no,no,cellular,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
technician,married,secondary,no,yes,no,cellular,feb,failure,no
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
services,married,unknown,no,yes,no,cellular,jul,unknown,no
admin.,single,tertiary,no,yes,no,cellular,jul,unknown,no
self-employed,married,tertiary,no,no,no,cellular,nov,unknown,no
technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,secondary,no,no,yes,cellular,feb,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,apr,failure,no
management,married,unknown,no,no,no,cellular,sep,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,failure,no
entrepreneur,divorced,secondary,no,no,no,cellular,aug,unknown,no
unemployed,married,secondary,no,no,no,cellular,jan,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,nov,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
management,single,tertiary,no,no,no,cellular,aug,failure,no
services,married,primary,no,no,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
admin.,single,secondary,no,yes,yes,unknown,jun,unknown,no
services,married,secondary,no,no,no,unknown,jun,unknown,no
management,single,tertiary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,yes,cellular,jul,unknown,no
admin.,divorced,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,failure,no
entrepreneur,married,primary,no,yes,no,unknown,may,unknown,no
management,married,secondary,no,no,no,cellular,aug,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,may,failure,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
services,single,secondary,no,no,yes,cellular,jul,unknown,no
retired,single,tertiary,no,yes,no,cellular,may,unknown,no
management,married,primary,no,no,no,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
entrepreneur,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,failure,no
services,married,primary,no,no,no,telephone,jul,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,tertiary,no,no,no,cellular,feb,unknown,no
retired,married,primary,no,no,no,unknown,jun,unknown,no
blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,yes,cellular,feb,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
technician,married,tertiary,no,no,no,cellular,may,other,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
self-employed,married,tertiary,no,no,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,yes,cellular,nov,unknown,no
management,married,tertiary,no,no,no,telephone,jul,unknown,no
admin.,single,secondary,no,no,no,unknown,aug,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
management,divorced,tertiary,no,no,yes,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,no,no,cellular,jan,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,no
services,married,primary,no,yes,no,unknown,jun,unknown,no
housemaid,single,tertiary,no,no,no,telephone,jan,unknown,no
blue-collar,married,secondary,no,no,no,cellular,nov,unknown,no
admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,yes,unknown,may,unknown,no
management,single,tertiary,no,no,no,unknown,jun,unknown,no
blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,no,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,yes,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,apr,unknown,no
management,divorced,tertiary,no,yes,yes,unknown,jun,unknown,no
services,married,secondary,no,yes,yes,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
admin.,divorced,tertiary,no,no,no,cellular,jun,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
management,married,unknown,no,yes,no,telephone,jul,unknown,no
technician,married,secondary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,failure,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,no
housemaid,married,primary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,no,no,cellular,apr,unknown,no
technician,divorced,secondary,no,no,no,unknown,jun,unknown,no
services,married,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
entrepreneur,married,secondary,no,no,yes,telephone,jul,unknown,no
retired,married,secondary,no,no,no,unknown,jun,unknown,no
student,single,secondary,no,no,no,cellular,feb,success,no
management,single,tertiary,no,no,no,cellular,apr,other,no
admin.,single,tertiary,no,no,yes,cellular,may,unknown,no
entrepreneur,divorced,secondary,no,yes,yes,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
housemaid,married,primary,no,no,no,cellular,apr,other,no
technician,married,secondary,no,no,no,telephone,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
unemployed,married,tertiary,no,no,no,cellular,jun,failure,no
blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
technician,single,tertiary,no,no,no,cellular,jul,unknown,no
retired,married,secondary,no,no,no,cellular,nov,failure,no
management,single,tertiary,no,no,yes,cellular,nov,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jan,unknown,no
technician,married,secondary,no,yes,no,cellular,may,failure,no
blue-collar,married,primary,no,no,yes,cellular,nov,unknown,no
blue-collar,married,unknown,no,yes,no,telephone,may,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
admin.,single,tertiary,no,no,no,cellular,oct,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
services,single,secondary,no,no,no,cellular,feb,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
housemaid,divorced,primary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
unemployed,married,primary,no,yes,no,cellular,feb,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jan,unknown,no
admin.,married,secondary,no,no,yes,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,unknown,may,unknown,no
technician,married,secondary,yes,no,no,unknown,jun,unknown,no
technician,divorced,secondary,no,no,yes,cellular,jul,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
retired,married,primary,no,no,no,telephone,sep,other,no
retired,divorced,secondary,no,no,no,unknown,jun,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,single,secondary,no,no,no,cellular,jul,success,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
admin.,married,secondary,no,no,no,cellular,jan,failure,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,secondary,no,yes,no,telephone,may,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,no,no,cellular,jan,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,no
management,divorced,tertiary,no,yes,no,cellular,nov,other,no
admin.,single,secondary,no,no,yes,telephone,jul,unknown,no
blue-collar,married,primary,no,yes,yes,cellular,may,failure,no
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
admin.,single,secondary,no,yes,no,cellular,feb,failure,no
blue-collar,married,secondary,yes,no,no,cellular,aug,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,primary,no,yes,no,telephone,nov,unknown,no
blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
admin.,married,unknown,no,no,yes,unknown,may,unknown,no
blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,unknown,may,unknown,no
technician,married,tertiary,no,no,no,unknown,jun,unknown,no
entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,feb,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,unknown,no,no,no,cellular,feb,other,no
